End_Lat,End_Lng
39.22375,-84.36332
39.97073,-83.11941
39.73167,-84.2058
41.39914,-81.8168
41.41371,-81.67271
39.22518,-84.45309
40.1119,-83.01663
40.29313,-80.16943
40.29932,-80.16741
41.49243,-81.67554
40.1836,-80.25914
39.97368,-83.0835
39.98511,-85.14406
39.97527,-85.14018
38.29905,-85.7535
39.94143,-83.39224
39.93654,-83.40048
39.12965,-84.49555
41.03075,-81.892714
41.43592,-81.6825
40.67137,-80.22581
40.6664,-80.227514
41.254786,-81.369883
40.402251,-85.842969
40.354252,-85.843032
41.26705,-85.85486
39.97844,-82.97351
39.96392,-81.27197
39.9672,-81.287
41.53542,-83.61733
39.93297,-82.83105
39.07186,-84.51936
39.8552,-84.32836
41.65458,-85.58601
41.65417,-85.70476
41.39413,-81.65326
41.06239,-81.52229
41.09731,-81.49995
41.86726,-85.67069
38.151068,-80.92662
41.5105,-85.57781
41.52447,-85.57791
39.89923,-82.90135
41.198856,-81.481347
38.772052,-80.675246
39.22533,-84.37828
40.777806,-80.125952
38.913672,-80.58208
39.83707,-83.09407
39.87483,-83.05228
39.844826,-83.08717
41.676364,-83.693898
41.12929,-85.16244
39.10293,-84.52453
41.53542,-83.61733
39.09875,-84.52119
39.95423,-82.98879
39.20497,-84.46976
39.955229,-82.984855
40.44126,-80.19314
40.40934,-80.19247
39.1765,-84.48757
39.1765,-84.48757
39.15256,-84.53893
39.77395,-85.14621
41.67571,-83.69385
41.67571,-83.69385
39.28297,-84.36747
41.45406,-83.62244
39.07599,-84.51941
38.268034,-85.750619
40.444502,-80.028606
40.44304,-80.02526
38.30011,-85.84846
40.35449,-80.13836
40.35405,-80.13756
38.30011,-85.84846
41.08513,-83.66004
41.02413,-80.90579
41.02454,-80.92163
39.0885,-84.7939
38.18542,-85.80893
39.27632,-84.86597
39.16335,-84.42969
39.748584,-84.226078
39.47208,-80.12134
41.192833,-80.159467
41.187807,-80.149019
38.241722,-85.621928
38.34374,-81.613217
40.10307,-83.12989
40.08403,-83.13039
38.35382,-83.40553
38.34631,-83.40449
39.04726,-84.45498
38.41443,-81.55113
38.304786,-85.850364
41.64344,-83.54924
38.207196,-85.750405
39.97844,-82.97351
39.18583,-84.48269
41.68792,-83.56427
41.66553,-83.56532
39.22388,-84.36733
38.292205,-85.639708
41.46679,-81.76572
38.20732,-85.75066
39.226316,-84.371097
41.6876,-83.54904
40.15485,-84.22096
41.42234,-81.73869
38.297211,-85.754368
39.17376,-84.47992
38.17393,-84.81367
39.11923,-84.53517
39.25235,-84.36476
41.06174,-81.50089
39.18583,-84.48269
41.06169,-81.506259
39.9871,-82.98557
39.95092,-83.01485
39.16362,-84.50805
39.89552,-83.85418
39.99384,-82.98502
39.50841,-82.97357
40.61824,-80.09567
39.24518,-84.30316
39.11923,-84.53517
41.43861,-81.79903
40.016824,-82.904112
39.10414,-84.50438
41.06228,-81.52877
39.12841,-84.49647
39.097772,-84.515196
41.31438,-81.51325
41.353183,-81.512441
40.13189,-80.132407
40.12589,-80.13661
39.97073,-83.11941
39.44135,-82.56107
39.12338,-84.53557
38.10084,-84.48764
40.08627,-82.90724
39.58444,-85.82301
39.08809,-84.52274
38.25875,-85.74555
38.19365,-85.71099
39.06035,-84.53317
41.42336,-81.64497
39.28543,-84.42344
41.34758,-83.62365
41.06169,-81.506259
41.06174,-81.50089
41.53929,-81.62879
40.05188,-83.03257
41.13613,-81.72196
39.08972,-84.47562
39.95465,-82.8444
39.1765,-84.48757
39.16738,-84.42356
39.00063,-80.38373
39.1737,-84.49092
39.14325,-84.47165
39.28881,-84.37566
40.513361,-81.651599
40.521732,-81.64755
41.53542,-83.61733
38.998635,-80.210198
38.83826,-82.163974
40.27716,-85.43713
40.51968,-80.13239
39.83722,-84.53552
39.02326,-84.48139
38.454276,-81.866824
39.02297,-84.51624
38.22811,-85.7514
39.05985,-84.41724
39.27632,-84.86597
41.47957,-81.66823
39.02326,-84.48139
40.44856,-80.00708
39.10419,-84.28204
41.06004,-81.55676
41.771477,-83.69533
38.01818,-84.1533
38.07887,-83.94584
38.30011,-85.84846
38.95882,-85.84331
41.14181,-80.72016
39.12841,-84.49647
41.0379,-81.5051
38.20942,-85.82739
39.74883,-84.13402
38.28612,-85.51094
39.15273,-84.541401
38.235846,-85.658835
38.2014,-85.69273
40.52035,-83.10043
40.53491,-83.10678
39.12965,-84.49555
38.24374,-85.75246
40.42109,-80.04389
39.74204,-84.20492
39.07186,-84.51936
39.781457,-85.839651
39.781457,-85.839651
41.06341,-81.4506
39.693164,-83.882745
39.688148,-83.88431
39.953417,-83.041638
41.10985,-81.60615
39.797711,-84.189681
39.19777,-85.95871
39.23596,-84.45087
39.73835,-84.25588
39.969828,-85.973112
41.12877,-81.65219
39.12841,-84.49647
41.46192,-83.62201
40.06052,-83.03096
40.045608,-83.296608
40.066965,-83.289888
39.98078,-82.95044
39.981095,-85.110273
39.98248,-85.123922
40.42924,-80.02442
40.43088,-80.02655
39.976433,-83.123183
41.252653,-85.347328
41.34758,-83.62365
41.256658,-85.363439
39.94182,-83.01107
39.12338,-84.53557
40.1402,-82.97126
39.89923,-82.90135
39.12841,-84.49647
40.41885,-80.34667
41.14107,-83.65875
39.94969,-83.03882
41.47585,-81.87981
39.11128,-84.50096
38.340337,-81.684367
40.95712,-85.2944
38.4414,-82.01459
38.44081,-82.12548
38.4414,-82.01459
38.3317,-83.20607
41.19446,-80.197162
40.10887,-83.08686
41.35635,-83.62114
38.15982,-84.67779
38.19016,-85.7616
39.24591,-84.36599
39.141454,-84.016543
39.137217,-84.047183
38.35275,-81.62554
41.92263,-83.36129
40.89417,-84.62447
40.46013,-80.19126
41.119108,-80.697254
41.121551,-80.704452
39.14745,-84.53923
38.27112,-85.80862
41.53542,-83.61733
39.384572,-84.215148
38.4427,-81.48039
41.02507,-81.50741
38.27112,-85.80862
38.12022,-85.78089
38.276899,-85.820368
38.278587,-85.822274
41.39706,-81.94198
39.46784,-80.13192
38.220664,-81.428336
38.221177,-81.42954
39.042853,-84.612617
38.25962,-85.76688
39.07599,-84.51941
41.841123,-84.361652
41.840758,-84.361657
41.63548,-83.54284
40.02874,-81.04368
41.43891,-81.80491
41.08452,-81.5029
38.35473,-81.64931
39.95342,-82.95512
41.70436,-83.50167
40.11206,-83.03187
41.50627,-81.67075
39.99031,-83.02513
41.483475,-81.692181
39.20968,-84.46306
40.06376,-82.99679
39.937,-82.87316
39.20655,-82.48212
39.167788,-82.524172
41.3991,-81.50805
39.961933,-81.175436
39.977322,-81.183327
39.67698,-84.23229
40.01228,-82.99218
38.581196,-82.004356
38.583372,-81.994824
40.10307,-83.12989
41.58484,-83.56458
38.29141,-85.64988
40.10307,-83.12989
39.07599,-84.51941
41.47068,-81.73583
40.8293,-81.39706
40.8293,-81.39706
39.06035,-84.53317
39.06272,-84.65743
39.03371,-84.60359
40.03205,-82.995
39.8714,-84.89547
39.06035,-84.53317
39.03791,-84.60596
41.03755,-81.58442
40.99023,-83.64958
39.94249,-83.50368
39.89475,-83.7256
39.896448,-83.723121
41.47957,-81.66823
39.71767,-84.21632
40.03744,-85.72343
41.15107,-81.21375
41.17516,-81.23117
40.03744,-85.72343
39.99372,-85.8467
40.46013,-80.19126
41.68976,-83.666
39.96738,-83.02442
39.52084,-83.84075
39.83355,-85.99635
39.83355,-85.99635
39.79721,-85.97153
39.79721,-85.97153
39.97501,-83.11651
41.45406,-83.62244
39.894461,-82.995466
39.97825,-83.02147
40.880561,-81.965583
41.424722,-81.531013
39.34107,-84.39895
39.94226,-82.53539
38.354505,-81.731585
38.353957,-81.735131
41.501923,-81.479074
39.86628,-83.99031
38.69455,-85.1604
39.99881,-83.11846
39.91978,-82.93149
39.10414,-84.50438
41.06266,-81.50474
41.63548,-83.54284
39.83208,-83.000447
39.83214,-82.99838
39.82529,-83.03176
39.83209,-82.99884
37.915564,-84.861798
40.54999,-80.11972
39.16181,-84.51402
41.487043,-81.690637
41.25666,-81.63157
39.04577,-84.5741
39.20968,-84.46306
39.89059,-82.88453
39.74876,-84.20146
39.97421,-83.09558
39.07186,-84.51936
39.950594,-83.015729
39.95292,-82.999281
38.70138,-80.66486
39.15314,-84.53904
41.76185,-83.4806
39.99094,-85.92014
39.987258,-83.02388
41.12366,-80.7642
41.688256,-83.546443
41.53929,-81.62879
39.29747,-84.53181
41.204286,-85.704719
39.19615,-84.47335
40.07916,-83.13641
39.143471,-84.47404
41.123329,-80.782678
41.34967,-81.51105
39.864284,-84.228309
40.42061,-80.03929
39.9589,-82.98257
39.915551,-83.853318
39.89542,-83.85796
40.033231,-83.050979
41.40887,-81.6551
38.316435,-80.83362
40.10717,-82.95766
38.22677,-85.63964
41.55022,-81.60536
39.99384,-82.98502
38.31688,-85.58794
38.455335,-85.297894
38.31485,-85.581631
38.455335,-85.297894
39.85809,-82.82798
38.154807,-80.915906
38.1586,-80.90488
39.97672,-83.12431
41.47388,-81.70559
39.26956,-84.43068
38.22582,-85.82176
41.45656,-81.65731
39.1765,-84.48757
41.40476,-82.11784
41.53542,-83.61733
39.91632,-83.00162
41.60816,-81.48999
41.17962,-85.16617
41.20525,-85.17098
41.5047,-81.6704
39.97346,-83.08339
39.96738,-83.02442
39.89923,-82.90135
39.8889,-83.04232
39.67698,-84.23229
40.1219,-83.01602
38.3438,-85.79863
41.45656,-81.65731
38.30214,-85.85455
39.163252,-84.50874
39.937567,-83.042092
39.936838,-83.042661
39.94573,-82.60381
39.26717,-84.34628
41.37085,-83.61688
39.248833,-84.306671
40.414179,-80.082321
39.02264,-84.495124
41.12366,-80.7642
41.076757,-83.659926
38.97914,-83.65465
39.01992,-83.65886
40.09927,-83.15793
39.94182,-83.01107
39.11622,-84.49982
41.475299,-81.717128
39.7894,-84.18387
41.47961,-81.65204
38.27261,-85.70104
38.536943,-85.776595
39.7356,-84.20472
41.45406,-83.62244
39.060308,-84.419567
41.53151,-81.64946
40.7829,-81.38286
38.39985,-85.76409
39.02809,-84.61049
40.91649,-81.78869
40.90923,-81.79765
39.16107,-80.35416
40.07989,-82.92673
41.47269,-81.85832
40.07989,-82.92673
40.0816,-82.91763
38.26781,-85.78095
39.02945,-84.53952
39.04919,-84.57133
39.81436,-81.46898
39.83026,-81.45434
38.41324,-82.34542
38.20732,-85.75066
38.11926,-85.70164
40.2638,-82.92784
38.23806,-85.62819
40.43827,-80.00527
39.05753,-84.54183
40.051291,-85.991618
41.67374,-83.5737
40.59,-80.09765
41.04409,-81.39317
39.0399,-85.90469
39.90803,-84.03969
39.887614,-84.047498
39.8181,-81.45925
39.8181,-81.45925
39.81447,-81.46769
39.8181,-81.45925
41.460561,-80.366376
41.47307,-80.36586
39.75264,-84.18388
39.16362,-84.50805
39.818751,-84.167637
39.82329,-84.166569
39.14745,-84.53923
40.48013,-85.729429
39.02515,-84.61157
40.48013,-85.729429
40.480209,-85.719799
38.24564,-85.69842
39.25414,-84.44331
39.18583,-84.48269
41.421052,-81.684469
39.18173,-84.26549
40.00634,-83.03097
41.12631,-80.74732
41.09671,-81.50008
41.029142,-81.393938
39.9535,-82.99391
39.91109,-83.02022
39.11502,-84.50079
39.7356,-84.20472
41.47213,-81.69373
41.47393,-81.698157
39.63735,-81.83691
39.98547,-82.98512
40.12519,-79.95815
41.66332,-83.56386
39.35625,-84.37157
41.67102,-83.69383
38.38021,-82.60709
39.01946,-84.62035
40.42055,-80.04923
41.34131,-83.376561
41.341147,-83.347543
40.2638,-82.92784
40.43036,-80.0275
39.95087,-86.01238
39.06035,-84.53317
38.4925,-85.77132
39.98381,-80.01011
39.971658,-80.017133
39.846892,-85.500638
38.387935,-85.76096
38.38594,-81.76625
41.47957,-81.66823
39.97912,-82.98871
40.68109,-80.24617
40.68109,-80.24617
41.47442,-81.71182
